COMPONENT SECTION,MATERIAL,SIZE,STOCK CODE,STOCK DESCRIPTION,AverageBuyingPrice
Bar material / finish,Silver Plated Hard Drawn Copper Bar,200 x 10,HSI20010,SILVER PLATED HARD DRAWN COPPER BAR 200 X 10MM,
Bar material / finish,Silver Plated Hard Drawn Copper Bar,200 x 12,HSI20012,SILVER PLATED HARD DRAWN COPPER BAR 200 X 12MM,
Bar material / finish,Silver Plated Hard Drawn Copper Bar,250 x 6,HSI25006,SILVER PLATED HARD DRAWN COPPER BAR 250 X 6MM,
Bar material / finish,Silver Plated Hard Drawn Copper Bar,250 x 8,HSI25008,SILVER PLATED HARD DRAWN COPPER BAR 250 X 8MM,
Bar material / finish,Silver Plated Hard Drawn Copper Bar,250 x 10,HSI25010,SILVER PLATED HARD DRAWN COPPER BAR 250 X 10MM,
Bar material / finish,Silver Plated Hard Drawn Copper Bar,250 x 12,HSI25012,SILVER PLATED HARD DRAWN COPPER BAR 250 X 12MM,
Bar material / finish,Silver Plated Hard Drawn Copper Bar,300 x 6,HSI30006,SILVER PLATED HARD DRAWN COPPER BAR 300 X 6MM,
Bar material / finish,Silver Plated Hard Drawn Copper Bar,300 x 8,HSI30008,SILVER PLATED HARD DRAWN COPPER BAR 300 X 8MM,
Bar material / finish,Silver Plated Hard Drawn Copper Bar,300 x 10,HSI30010,SILVER PLATED HARD DRAWN COPPER BAR 300 X 10MM,
Bar material / finish,Silver Plated Hard Drawn Copper Bar,300 x 12,HSI30012,SILVER PLATED HARD DRAWN COPPER BAR 300 X 12MM,
